year,abbr,district,R_votes,D_votes,T_votes
1964,AL,1,64912,0,88971
1964,AL,2,62775,0,79877
1964,AL,3,55809,0,73563
1964,AL,4,49690,0,68518
1964,AL,7,64787,0,107241
1964,AL,8,39453,0,78184
1964,AK,AL,22930,44329,67259
1964,AZ,1,143114,122042,265326
1964,AZ,2,69606,82888,152717
1964,AZ,3,29815,32823,62727
1964,AR,1,33897,49062,83210
1964,AR,2,75121,96690,172726
1964,AR,3,54225,67277,122062
1964,AR,4,80021,101168,182428
1964,CA,1,89232,151432,241163
1964,CA,2,77167,119672,197058
1964,CA,3,77871,149668,227871
1964,CA,4,44222,78156,122495
1964,CA,11,77916,140978,219191
1964,CA,12,60765,92838,153911
1964,CA,13,78284,106186,184724
1964,CA,14,65011,113071,178245
1964,CA,15,58519,102288,160967
1964,CA,16,60067,118197,178439
1964,CA,18,73294,111221,184700
1964,CA,33,92145,123012,215400
1964,CA,38,71495,91671,163280
1964,CO,1,73279,143480,218288
1964,CO,2,90403,130786,222121
1964,CO,3,62524,103940,167334
1964,CO,4,70561,97818,169042
1964,CT,2,58119,132501,190817
1964,DE,AL,78078,122704,201320
1964,DC,AL,28801,169796,198597
1964,FL,1,72911,51478,124389
1964,FL,2,81116,79365,160481
1964,FL,5,77261,79677,156938
1964,FL,6,157828,130737,288565
1964,FL,7,89503,70131,159634
1964,FL,8,42321,40736,83057
1964,FL,9,44819,32918,77737
1964,FL,10,50616,71289,121905
1964,FL,11,86830,75951,162781
1964,FL,12,80414,98381,178795
1964,GA,1,75152,50641,125797
1964,GA,2,63869,27295,91176
1964,GA,3,51055,30346,81416
1964,GA,6,72808,61928,134765
1964,GA,7,66028,68392,134492
1964,GA,8,63079,42555,105641
1964,GA,9,41642,61159,102838
1964,GA,10,58795,47574,106377
1964,HI,AL,22011,81625,103636
1964,HI,AL,22011,81624,103635
1964,ID,1,48870,64132,113002
1964,ID,2,94687,84788,179475
1964,IL,12,86396,84493,170931
1964,IL,14,137490,115892,253382
1964,IL,15,90630,90559,181190
1964,IL,16,81636,88021,169657
1964,IL,17,85268,89953,175221
1964,IL,18,74951,99018,173969
1964,IL,19,66334,93225,159562
1964,IL,20,95009,126260,221285
1964,IL,21,73384,111958,185342
1964,IL,22,65389,92593,157982
1964,IL,23,95506,128560,224066
1964,IL,24,58235,139120,197355
1964,IN,1,73722,134978,209523
1964,IN,2,81891,85437,167974
1964,IN,3,83907,118140,203269
1964,IN,4,81180,91083,173125
1964,IN,5,90380,116922,208648
1964,IN,6,76918,82875,160284
1964,IN,7,68910,87670,157389
1964,IN,8,69787,126324,197085
1964,IN,9,60252,78244,139137
1964,IN,10,81156,96757,178791
1964,IN,11,143015,152418,296381
1964,IA,1,62842,107403,170529
1964,IA,2,70124,120792,191141
1964,IA,3,68002,103144,171381
1964,IA,4,58213,107107,165682
1964,IA,5,55587,107227,163533
1964,IA,6,72291,97862,170385
1964,IA,7,62089,89495,151888
1964,KS,1,98002,122483,222133
1964,KS,4,72824,86204,160726
1964,KS,5,70527,83886,155498
1964,KY,3,80951,146023,227823
1964,NV,AL,56094,79339,135433
1964,NJ,6,82999,164989,249347
1964,NJ,15,63370,151196,215618
1964,NM,AL,65919,97009,163809
1964,NM,AL,65919,97008,163806
1964,NY,34,63205,128630,192014
1964,OH,9,57782,128110,185892
1964,OH,12,131345,154527,285872
1964,OR,3,81683,161040,243739
1964,PA,7,111189,147189,259095
1964,PA,11,43895,106397,152071
1964,PA,13,102714,135657,239075
1964,PA,21,41493,107131,149416
1964,TN,5,45335,79387,124722
1964,TN,9,100527,111496,212023
1964,TX,5,137065,166472,304158
1964,TX,12,56593,97092,154158
1964,TX,20,53469,108658,162520
1964,VT,AL,54942,108127,163089
1964,WY,AL,61998,80718,142716
1968,AL,1,11985,26206,122555
1968,AL,2,12198,22001,117263
1968,AL,3,8821,21267,114562
1968,AL,4,14174,21381,128734
1968,AL,5,13344,36229,129833
1968,AL,6,32467,39495,138335
1968,AL,7,29719,12910,146987
1968,AL,8,23576,16900,135135
1968,AK,AL,37600,35411,83035
1968,AZ,1,123796,61413,201801
1968,AZ,2,72539,61119,147324
1968,AZ,3,68471,47487,132052
1968,AR,1,30778,37835,121123
1968,AR,2,52012,51786,162143
1968,AR,3,76320,50450,186213
1968,AR,4,31649,48157,150490
1968,CA,1,86230,80311,181530
1968,CA,2,102158,91548,214566
1968,CA,3,80516,100361,193371
1968,CA,4,70176,75698,161715
1968,CA,5,36298,91233,136039
1968,CA,6,91258,108269,210200
1968,CA,7,54799,95700,157432
1968,CA,8,66032,85485,165471
1968,CA,9,68593,101698,184127
1968,CA,10,121967,109522,243128
1968,CA,11,97590,102699,214879
1968,CA,12,86251,73224,171796
1968,CA,13,123437,93614,231274
1968,CA,14,97486,101668,217484
1968,CA,15,78983,75579,167990
1968,CA,16,68544,76817,158191
1968,CA,17,63742,72905,150740
1968,CA,18,77615,66932,159506
1968,CA,19,75306,69873,156007
1968,CA,20,119172,63447,191189
1968,CA,21,6819,95865,103787
1968,CA,22,83993,84190,178397
1968,CA,23,70781,61086,147846
1968,CA,24,134207,64417,210436
1968,CA,25,118331,77335,210937
1968,CA,26,66470,132992,204502
1968,CA,27,123347,84116,223270
1968,CA,28,133767,91279,234627
1968,CA,29,59812,74517,142254
1968,CA,30,41396,68612,114300
1968,CA,31,60291,98940,167869
1968,CA,32,103848,71875,187357
1968,CA,33,97790,72897,188986
1968,CA,34,113470,76022,207568
1968,CA,35,198569,79687,295567
1968,CA,36,125185,70529,209551
1968,CA,37,70168,67401,150283
1968,CA,38,105379,87208,212527
1968,CO,1,92003,106081,209492
1968,CO,2,137972,93431,250604
1968,CO,3,81612,74305,171716
1968,CO,4,97788,61357,173550
1968,CT,1,79232,118164,207387
1968,CT,2,89943,102339,203165
1968,CT,3,88904,94258,198179
1968,CT,4,118374,100018,231999
1968,CT,5,89015,100841,205910
1968,CT,6,91253,105941,208292
1968,DE,AL,96714,89194,214367
1968,DC,AL,31012,139566,170578
1968,FL,1,31770,30241,159822
1968,FL,2,36203,42627,154350
1968,FL,3,39774,48866,141183
1968,FL,4,77766,54226,195858
1968,FL,5,94169,43972,190426
1968,FL,6,51933,46964,149825
1968,FL,7,94603,45749,197630
1968,FL,8,118978,74501,234259
1968,FL,9,114009,56279,215058
1968,FL,10,93160,74637,203096
1968,FL,11,42473,86918,148898
1968,FL,12,68567,59213,153208
1968,GA,1,34175,37733,130566
1968,GA,2,18413,21651,100226
1968,GA,3,23524,22248,91459
1968,GA,4,62507,44835,142167
1968,GA,5,54878,61820,144855
1968,GA,6,42407,34442,147706
1968,GA,7,49497,29053,154551
1968,GA,8,21232,20941,103341
1968,GA,9,35527,23078,113727
1968,GA,10,37503,38436,120670
1968,HI,1,46842,69715,118017
1968,HI,2,42770,70345,114763
1968,ID,1,87942,53664,160728
1968,ID,2,77427,35609,130455
1968,IL,1,10081,138835,149926
1968,IL,2,52311,103924,175131
1968,IL,3,69344,111357,197366
1968,IL,4,128964,73987,230532
1968,IL,5,70469,84599,183453
1968,IL,6,57423,92206,166178
1968,IL,7,18615,86195,110995
1968,IL,8,69019,90088,175591
1968,IL,9,69724,114570,192582
1968,IL,10,136834,79314,233763
1968,IL,11,113712,104352,219939
1968,IL,12,104153,57889,174512
1968,IL,13,156088,98305,263869
1968,IL,14,147354,71013,239683
1968,IL,15,108524,62158,182715
1968,IL,16,98077,61455,170573
1968,IL,17,112950,63879,196459
1968,IL,18,93503,71534,179081
1968,IL,19,94848,78285,186438
1968,IL,20,102316,74107,192631
1968,IL,21,105992,84105,211388
1968,IL,22,96274,72430,186150
1968,IL,23,99718,81947,201437
1968,IL,24,58551,83280,168343
1968,IN,1,57122,89136,171866
1968,IN,2,107535,64165,198533
1968,IN,3,93521,72363,184657
1968,IN,4,107471,72815,196562
1968,IN,5,104769,64062,188399
1968,IN,6,134885,66488,227872
1968,IN,7,100876,75121,200045
1968,IN,8,101042,84111,206344
1968,IN,9,95289,75907,196638
1968,IN,10,95630,71321,189272
1968,IN,11,69745,71170,157464
1968,IA,1,88955,76949,176380
1968,IA,2,96983,84210,190893
1968,IA,3,93640,63080,164368
1968,IA,4,82660,66913,159178
1968,IA,5,79750,75978,167612
1968,IA,6,96279,59311,162516
1968,IA,7,80839,50258,141380
1968,KS,1,102106,55355,172393
1968,KS,2,92559,54814,165377
1968,KS,3,96711,71328,189442
1968,KS,4,87658,60339,162275
1968,KS,5,96034,59057,174595
1968,KY,1,50419,61094,156292
1968,KY,2,61542,48772,139270
1968,KY,3,54960,64272,139720
1968,KY,4,82454,60317,176308
1968,KY,5,85254,36703,141442
1968,KY,6,66424,58723,155608
1968,KY,7,61358,67660,144410
1968,LA,1,32800,45114,135178
1968,LA,2,31152,46656,122287
1968,LA,3,50740,39857,160593
1968,LA,4,31525,32540,127467
1968,LA,5,25343,29968,126360
1968,LA,6,32642,36625,152354
1968,LA,7,24382,39378,132003
1968,LA,8,28693,41471,142944
1968,ME,1,88406,112843,204639
1968,ME,2,80848,104469,188297
1968,MD,1,64792,43139,138598
1968,MD,2,81707,52384,158339
1968,MD,3,31373,56078,108874
1968,MD,4,53272,59866,127655
1968,MD,5,77914,75771,189725
1968,MD,6,77686,52978,154331
1968,MD,7,35116,97023,142538
1968,MD,8,90507,96344,203840
1968,MA,1,71702,110313,190561
1968,MA,2,56157,114520,179677
1968,MA,3,67648,124927,198526
1968,MA,4,70871,127882,204478
1968,MA,5,70760,134795,212424
1968,MA,6,79134,128141,214009
1968,MA,7,60258,134490,201367
1968,MA,8,32246,119205,156998
1968,MA,9,18984,93954,120493
1968,MA,10,80088,122626,209577
1968,MA,11,63338,139835,213239
1968,MA,12,95259,118184,221947
1968,MI,1,16655,134437,156835
1968,MI,2,85262,74021,177441
1968,MI,3,95522,66035,179801
1968,MI,4,90599,55196,166237
1968,MI,5,94435,67946,175226
1968,MI,6,88645,66322,170080
1968,MI,7,72814,80373,179807
1968,MI,8,87375,60015,164109
1968,MI,9,100798,61539,177100
1968,MI,10,93778,63392,170213
1968,MI,11,78025,79327,166593
1968,MI,12,63837,115903,209374
1968,MI,13,11302,88625,105240
1968,MI,14,59930,96737,177384
1968,MI,15,47202,93045,167269
1968,MI,16,43432,95603,159303
1968,MI,17,55093,106860,179648
1968,MI,18,100114,102817,220081
1968,MI,19,85847,84889,193974
1968,MN,1,98996,102299,209351
1968,MN,2,88725,74900,171041
1968,MN,3,116344,136013,262634
1968,MN,4,74989,139017,224076
1968,MN,5,70016,114721,193192
1968,MN,6,82894,95102,187394
1968,MN,7,76302,77796,162288
1968,MN,8,50377,117890,175336
1968,MS,1,15273,29392,112685
1968,MS,2,17832,29660,129554
1968,MS,3,22236,41696,140979
1968,MS,4,11377,28724,127647
1968,MS,5,21798,21172,143644
1968,MO,1,24389,92774,135803
1968,MO,2,102107,95631,218795
1968,MO,3,51497,74642,132643
1968,MO,4,91360,77044,194389
1968,MO,5,47300,72425,132722
1968,MO,6,96584,82725,199467
1968,MO,7,115434,64721,200501
1968,MO,8,101211,76909,201732
1968,MO,9,100784,87016,213994
1968,MO,10,70098,59797,159017
1968,MT,1,67386,60338,139130
1968,MT,2,71449,53779,133837
1968,NE,1,110909,61274,183816
1968,NE,2,84690,59078,162812
1968,NE,3,125564,50432,190223
1968,NV,AL,73188,60598,154218
1968,NH,1,77568,63097,146862
1968,NH,2,77335,67492,149803
1968,NJ,1,75496,88661,192267
1968,NJ,2,77572,78078,175679
1968,NJ,3,101891,83308,201447
1968,NJ,4,93198,93120,210205
1968,NJ,5,127971,79978,224939
1968,NJ,6,113906,87786,225975
1968,NJ,7,118424,79234,209292
1968,NJ,8,79862,74442,170921
1968,NJ,9,106487,82948,201464
1968,NJ,10,59822,78790,152139
1968,NJ,11,51420,86733,149142
1968,NJ,12,114175,90462,218677
1968,NJ,13,53426,89058,158727
1968,NJ,14,62537,74700,152340
1968,NJ,15,88943,96598,207977
1968,NM,1,91729,75328,174907
1968,NM,2,77963,54753,150603
1968,NY,1,141652,80628,244143
1968,NY,2,112403,74103,200112
1968,NY,3,96635,93216,197506
1968,NY,4,101605,80664,191822
1968,NY,5,106987,90806,208506
1968,NY,6,76226,81892,167161
1968,NY,7,54289,97611,161048
1968,NY,8,77066,103494,191028
1968,NY,9,73002,66308,151339
1968,NY,10,41616,97474,143620
1968,NY,11,39466,75409,120659
1968,NY,12,10165,46151,58058
1968,NY,13,46662,121925,174249
1968,NY,14,26664,47221,78952
1968,NY,15,57712,69634,137407
1968,NY,16,83380,52197,145707
1968,NY,17,69454,107385,181195
1968,NY,18,7967,75508,84003
1968,NY,19,27118,70664,101778
1968,NY,20,29008,86030,118598
1968,NY,21,20008,54578,77992
1968,NY,22,32133,67815,105299
1968,NY,23,36457,94075,136018
1968,NY,24,82478,80277,175845
1968,NY,25,114492,91951,220059
1968,NY,26,97911,86007,192434
1968,NY,27,107579,86238,209144
1968,NY,28,117884,71939,202635
1968,NY,29,91496,116334,216375
1968,NY,30,96437,87780,192665
1968,NY,31,75664,58115,140144
1968,NY,32,87607,73627,169937
1968,NY,33,89846,72412,171867
1968,NY,34,93909,79391,182306
1968,NY,35,100726,76105,185492
1968,NY,36,102524,98196,207904
1968,NY,37,97269,93270,199811
1968,NY,38,89140,68496,167106
1968,NY,39,89293,110304,214895
1968,NY,40,72072,84876,168428
1968,NY,41,27836,101021,139080
1968,NC,1,25900,42458,124715
1968,NC,2,24909,39540,121650
1968,NC,3,35991,31070,113445
1968,NC,4,65025,54791,164584
1968,NC,5,79060,42810,163312
1968,NC,6,60437,42756,148258
1968,NC,7,32532,38090,111386
1968,NC,8,60185,39399,145086
1968,NC,9,84265,44521,163914
1968,NC,10,78590,38602,163039
1968,NC,11,80298,50076,168104
1968,ND,1,70953,54063,132239
1968,ND,2,67716,40706,115443
1968,OH,1,81727,66863,167415
1968,OH,2,88208,61387,172647
1968,OH,3,62206,74485,153979
1968,OH,4,90751,60681,170198
1968,OH,5,89569,62510,167955
1968,OH,6,77496,55649,160120
1968,OH,7,78637,63362,163867
1968,OH,8,87364,57022,161043
1968,OH,9,64081,81932,161095
1968,OH,10,81045,60911,158331
1968,OH,11,76457,71669,169600
1968,OH,12,91586,64102,181790
1968,OH,13,74482,75812,170642
1968,OH,14,61217,78074,158050
1968,OH,15,83846,49915,153081
1968,OH,16,87148,69459,176067
1968,OH,17,86023,57690,162385
1968,OH,18,65713,84870,164787
1968,OH,19,50928,92517,160093
1968,OH,20,31726,66428,116276
1968,OH,21,15112,103450,129779
1968,OH,22,79014,98780,194611
1968,OH,23,103569,88303,214546
1968,OH,24,78563,52006,162628
1968,OK,1,88410,37899,158665
1968,OK,2,72075,53690,159802
1968,OK,3,50520,58656,149318
1968,OK,4,58862,53790,144719
1968,OK,5,81130,50981,159107
1968,OK,6,95034,45157,165258
1968,OR,1,132575,105214,249842
1968,OR,2,98678,71832,182621
1968,OR,3,85621,108230,203658
1968,OR,4,91559,73590,180861
1968,PA,1,38520,109562,159337
1968,PA,2,36759,111175,153457
1968,PA,3,42283,78505,130470
1968,PA,4,88325,123040,233477
1968,PA,5,48266,103496,166696
1968,PA,6,87817,84859,185150
1968,PA,7,99140,79916,196332
1968,PA,8,84963,66257,168110
1968,PA,9,90487,52218,159607
1968,PA,10,94081,88716,191610
1968,PA,11,79200,97861,186667
1968,PA,12,105222,59742,180453
1968,PA,13,128536,95947,238666
1968,PA,14,35277,91248,139608
1968,PA,15,85260,90996,184401
1968,PA,16,95239,40999,147710
1968,PA,17,107510,64123,185578
1968,PA,18,91938,82308,195590
1968,PA,19,95842,54788,165156
1968,PA,20,40745,96127,159347
1968,PA,21,53200,82842,150764
1968,PA,22,80602,79501,171181
1968,PA,23,81823,61365,151821
1968,PA,24,81256,85763,176752
1968,PA,25,68242,85838,169828
1968,PA,26,51049,89334,156191
1968,PA,27,85344,87266,193664
1968,RI,1,51891,112101,169825
1968,RI,2,70468,134417,214730
1968,SC,1,42966,42331,116517
1968,SC,2,47624,36004,111656
1968,SC,3,41678,26585,115486
1968,SC,4,54648,27411,118925
1968,SC,5,34909,30689,104954
1968,SC,6,32237,34466,99440
1968,SD,1,79757,65655,151288
1968,SD,2,70084,52368,129976
1968,TN,1,83465,27267,138496
1968,TN,2,78481,36277,143517
1968,TN,3,56137,38433,142526
1968,TN,4,50662,38383,131445
1968,TN,5,44175,44543,136607
1968,TN,6,30987,36667,132820
1968,TN,7,45001,46218,148866
1968,TN,8,30505,36667,129344
1968,TN,9,53179,46778,144996
1968,TX,1,35395,48345,131084
1968,TX,2,37836,48466,137263
1968,TX,3,79617,51767,155452
1968,TX,4,49925,48779,137176
1968,TX,5,64402,54664,140116
1968,TX,6,60284,60560,155959
1968,TX,7,85546,48329,162183
1968,TX,8,22831,57868,106760
1968,TX,9,43297,57290,134062
1968,TX,10,54549,67709,142106
1968,TX,11,34121,56813,112432
1968,TX,12,53349,61672,131971
1968,TX,13,70847,57924,153026
1968,TX,14,48963,72452,144557
1968,TX,15,32628,50487,89210
1968,TX,16,38442,40979,89812
1968,TX,17,49137,56547,129317
1968,TX,18,66410,38032,132131
1968,TX,19,55781,36848,118319
1968,TX,20,18062,54810,77548
1968,TX,21,80168,51053,156577
1968,TX,22,73607,68164,168614
1968,TX,23,37197,61524,113016
1968,UT,1,122293,70363,207841
1968,UT,2,116435,86302,214458
1968,VT,AL,85142,70255,161404
1968,VA,1,53955,46022,144595
1968,VA,2,31704,44211,102542
1968,VA,3,82607,47172,160476
1968,VA,4,38455,40712,123845
1968,VA,5,47702,34838,131031
1968,VA,6,68099,32892,130462
1968,VA,7,67004,30026,121280
1968,VA,8,63769,50200,147652
1968,VA,9,56296,44664,120476
1968,VA,10,80728,71600,172130
1968,WA,1,102918,92510,206007
1968,WA,2,87466,93506,196700
1968,WA,3,69025,84962,164972
1968,WA,4,83420,61301,158296
1968,WA,5,77621,69968,160781
1968,WA,6,66930,96553,178242
1968,WA,7,79649,101883,197120
1968,WV,1,66470,86743,166528
1968,WV,2,72571,68663,156358
1968,WV,3,61378,70731,147854
1968,WV,4,68870,71244,155145
1968,WV,5,38266,76710,128321
1968,WI,1,85386,76544,178345
1968,WI,2,82439,87814,179077
1968,WI,3,86474,58514,156361
1968,WI,4,55976,91625,164990
1968,WI,5,40750,67361,117262
1968,WI,6,96588,72596,180605
1968,WI,7,82321,68224,164228
1968,WI,8,91703,66639,171031
1968,WI,9,110853,78988,205278
1968,WI,10,77507,80499,169459
1968,WY,AL,70927,45173,127205
1972,AL,1,103842,33276,137118
1972,AL,2,107702,31190,138892
1972,AL,3,98640,33480,132120
1972,AL,4,117823,34059,151882
1972,AL,5,98504,33603,132107
1972,AL,6,108102,41625,149727
1972,AL,7,92421,47536,139957
1972,AK,AL,55349,32967,95219
1972,AZ,1,98436,46573,145009
1972,AZ,2,89052,65926,154978
1972,AZ,3,104197,41012,145209
1972,AZ,4,111127,45029,156156
1972,AR,1,98979,45355,144334
1972,AR,2,100761,56514,157275
1972,AR,3,138541,47922,186463
1972,AR,4,107470,49108,156578
1972,CA,1,123735,95522,219257
1972,CA,2,115742,94060,209802
1972,CA,3,104534,107849,212383
1972,CA,4,91739,77896,169635
1972,CA,5,60503,107755,168258
1972,CA,6,121081,110541,231622
1972,CA,7,75856,139721,215577
1972,CA,8,97446,89062,186508
1972,CA,9,80269,88293,168562
1972,CA,10,129770,84716,214486
1972,CA,11,103931,90388,194319
1972,CA,12,106577,83510,190087
1972,CA,13,130134,72367,202501
1972,CA,14,110079,90872,200951
1972,CA,15,93600,75020,168620
1972,CA,16,87864,79980,167844
1972,CA,17,106566,97748,204314
1972,CA,18,100122,65449,165571
1972,CA,19,91302,63474,154776
1972,CA,20,144889,68650,213539
1972,CA,21,31413,91077,122490
1972,CA,22,101594,79296,180890
1972,CA,23,135119,57301,192420
1972,CA,24,148177,55323,203500
1972,CA,25,126156,53059,179215
1972,CA,26,111555,135535,247090
1972,CA,27,129909,74361,204270
1972,CA,28,133911,104629,238540
1972,CA,29,80484,67490,147974
1972,CA,30,55563,60305,115868
1972,CA,31,96740,72054,168794
1972,CA,32,149953,73970,223923
1972,CA,33,123412,59603,183015
1972,CA,34,110310,56370,166680
1972,CA,35,76784,65870,142654
1972,CA,36,95059,64929,159988
1972,CA,37,62666,109673,172339
1972,CA,38,71319,64824,136143
1972,CA,39,164958,56293,221251
1972,CA,40,144144,80734,224878
1972,CA,41,86387,66009,152396
1972,CA,42,160940,68162,229102
1972,CA,43,117994,66770,184764
1972,CO,1,101950,82403,184353
1972,CO,2,142326,76789,219115
1972,CO,3,102569,57152,159721
1972,CO,4,129253,63181,192434
1972,CO,5,121492,50546,172038
1972,CT,1,121196,114473,238122
1972,CT,2,127923,85382,215598
1972,CT,3,142569,87766,233719
1972,CT,4,138496,81802,223897
1972,CT,5,144149,87747,235560
1972,CT,6,136430,98328,237381
1972,DE,AL,140357,92283,235516
1972,DC,AL,35226,127627,163421
1972,FL,1,127607,24860,152467
1972,FL,2,111042,50861,161903
1972,FL,3,96783,41880,138663
1972,FL,4,135945,41660,177605
1972,FL,5,143766,44600,188366
1972,FL,6,154765,68214,222979
1972,FL,7,99739,43347,143086
1972,FL,8,134071,34768,168839
1972,FL,9,132323,32041,164364
1972,FL,10,157854,41504,199358
1972,FL,11,146024,50733,196757
1972,FL,12,140157,54394,194551
1972,FL,13,90997,72957,163954
1972,FL,14,70005,50458,120463
1972,FL,15,104864,60483,165347
1972,GA,1,90218,29768,119986
1972,GA,2,80769,20745,101514
1972,GA,3,81300,23534,104834
1972,GA,4,110574,33043,143617
1972,GA,5,69088,63405,132493
1972,GA,6,96213,24717,120930
1972,GA,7,91477,18726,110203
1972,GA,8,91338,26033,117371
1972,GA,9,89299,19544,108843
1972,GA,10,81220,30014,111234
1972,HI,1,82729,49994,132723
1972,HI,2,86136,51415,137551
1972,ID,1,99087,45309,144396
1972,ID,2,100297,35517,135814
1972,IL,1,16998,145003,162001
1972,IL,2,60220,116534,176754
1972,IL,3,155092,65226,220318
1972,IL,4,142635,57082,199717
1972,IL,5,86644,96012,182656
1972,IL,6,147633,66815,214448
1972,IL,7,33266,93318,126584
1972,IL,8,71343,90093,161436
1972,IL,9,79997,111512,191509
1972,IL,10,147305,89630,236935
1972,IL,11,144169,85928,230097
1972,IL,12,136343,56896,193239
1972,IL,13,112900,49217,162117
1972,IL,14,163652,53631,217283
1972,IL,15,133061,68288,201349
1972,IL,16,120432,62339,182771
1972,IL,17,122873,62394,185267
1972,IL,18,128747,67503,196250
1972,IL,19,124549,77194,201743
1972,IL,20,137414,78281,215695
1972,IL,21,117230,70380,187610
1972,IL,22,141820,80804,222624
1972,IL,23,87654,76971,164625
1972,IL,24,138435,92910,231345
1972,IN,1,91218,82173,173391
1972,IN,2,149099,53463,202562
1972,IN,3,120430,66985,187415
1972,IN,4,130321,63938,194259
1972,IN,5,135915,58893,194808
1972,IN,6,127566,45691,173257
1972,IN,7,135270,72718,207988
1972,IN,8,138545,73835,212380
1972,IN,9,123569,70613,194182
1972,IN,10,129455,57073,186528
1972,IN,11,125009,63456,188465
1972,IA,1,111577,87448,199025
1972,IA,2,108517,86714,195231
1972,IA,3,119372,78687,198059
1972,IA,4,117283,92752,210035
1972,IA,5,125720,74495,200215
1972,IA,6,123738,76110,199848
1972,KS,1,135605,52842,188447
1972,KS,2,119234,51093,170327
1972,KS,3,122474,61367,183841
1972,KS,4,110805,52191,162996
1972,KS,5,124835,50528,175363
1972,KY,1,87072,51802,138874
1972,KY,2,88384,46922,135306
1972,KY,3,78143,63796,141939
1972,KY,4,112607,47238,159845
1972,KY,5,117821,44287,162108
1972,KY,6,101147,50777,151924
1972,KY,7,93088,67062,160150
1972,LA,1,91347,37676,129023
1972,LA,2,65036,43702,108738
1972,LA,3,102047,31647,133694
1972,LA,4,89754,29203,118957
1972,LA,5,97039,35213,132252
1972,LA,6,83246,36240,119486
1972,LA,7,85502,41032,126534
1972,LA,8,73297,43429,116726
1972,ME,1,135388,85028,220516
1972,ME,2,121120,75556,196805
1972,MD,1,106539,42257,148796
1972,MD,2,135329,62755,198084
1972,MD,3,111007,53981,164988
1972,MD,4,107379,44937,152316
1972,MD,5,83579,63821,147400
1972,MD,6,125878,52346,178224
1972,MD,7,32369,89041,121410
1972,MD,8,127225,96643,223868
1972,MA,1,102513,107528,210041
1972,MA,2,88652,95348,184000
1972,MA,3,83423,98449,181872
1972,MA,4,92341,116100,208441
1972,MA,5,106658,120470,227128
1972,MA,6,104027,116157,220184
1972,MA,7,91607,122026,213633
1972,MA,8,65660,127868,193528
1972,MA,9,68748,100720,169468
1972,MA,10,100844,102368,203212
1972,MA,11,86139,112397,198536
1972,MA,12,121406,113109,234515
1972,MI,1,22815,137732,160547
1972,MI,2,106155,85093,191248
1972,MI,3,118023,71608,189631
1972,MI,4,116712,55846,172558
1972,MI,5,117832,75224,193056
1972,MI,6,115810,80875,196685
1972,MI,7,90776,76745,167521
1972,MI,8,106524,65422,171946
1972,MI,9,130463,64561,195024
1972,MI,10,119706,66980,186686
1972,MI,11,117006,86548,203554
1972,MI,12,112291,61288,173579
1972,MI,13,20561,104556,125117
1972,MI,14,85618,57045,142663
1972,MI,15,94812,61803,156615
1972,MI,16,95564,82219,177783
1972,MI,17,118347,77659,196006
1972,MI,18,115552,68193,183745
1972,MI,19,122205,57144,179349
1972,MN,1,122634,82155,204789
1972,MN,2,129432,88633,218065
1972,MN,3,129587,89281,218868
1972,MN,4,95201,107924,203125
1972,MN,5,92951,116090,209041
1972,MN,6,114196,102231,216427
1972,MN,7,118727,100410,219137
1972,MN,8,95539,115622,211161
1972,MS,1,92680,23058,115738
1972,MS,2,84346,24633,108979
1972,MS,3,110710,28941,139651
1972,MS,4,101007,32496,133503
1972,MS,5,116382,17654,134036
1972,MO,1,45765,101307,147072
1972,MO,2,127123,75564,202687
1972,MO,3,102959,73362,176321
1972,MO,4,131874,60472,192346
1972,MO,5,80553,71527,152080
1972,MO,6,134977,65754,200731
1972,MO,7,153239,57616,210855
1972,MO,8,124585,58036,182621
1972,MO,9,129159,69218,198377
1972,MO,10,111777,57754,169531
1972,MT,1,92166,65384,157550
1972,MT,2,91810,54813,146623
1972,NE,1,133300,66018,199318
1972,NE,2,124823,56211,181034
1972,NE,3,148175,47762,195937
1972,NV,AL,115750,66016,181766
1972,NH,1,111167,54375,167545
1972,NH,2,102557,62060,166514
1972,NJ,1,112632,74821,187453
1972,NJ,2,138957,73018,211975
1972,NJ,3,133272,65028,198300
1972,NJ,4,102645,74902,177547
1972,NJ,5,139407,73268,212675
1972,NJ,6,130276,67191,197467
1972,NJ,7,150619,76583,227202
1972,NJ,8,111671,65125,176796
1972,NJ,9,146286,74851,221137
1972,NJ,10,46034,78416,124450
1972,NJ,11,128378,84859,213237
1972,NJ,12,130187,77367,207554
1972,NJ,13,141609,61509,203118
1972,NJ,14,104907,71098,176005
1972,NJ,15,118439,74752,193191
1972,NM,1,125326,85996,211322
1972,NM,2,110280,55088,165368
1972,NY,1,141383,59420,200803
1972,NY,2,123030,46695,169725
1972,NY,3,137271,68617,205888
1972,NY,4,138983,78124,217107
1972,NY,5,145996,87445,233441
1972,NY,6,140072,84880,224952
1972,NY,7,66305,93806,160111
1972,NY,8,94222,95212,189434
1972,NY,9,128699,46700,175399
1972,NY,10,103372,60343,163715
1972,NY,11,80662,75129,155791
1972,NY,12,11937,64673,76610
1972,NY,13,91690,97155,188845
1972,NY,14,45586,49825,95411
1972,NY,15,107188,51109,158297
1972,NY,16,74403,86597,161000
1972,NY,17,105543,64601,170144
1972,NY,18,82516,114237,196753
1972,NY,19,24302,106164,130466
1972,NY,20,57319,109341,166660
1972,NY,21,15293,59375,74668
