year,abbr,district,R_votes,D_votes,T_votes
1988,ME,1,169292,131078,302762
1988,ME,2,137839,112491,252273
1988,MD,1,131161,75575,207671
1988,MD,2,141948,85451,228741
1988,MD,3,95071,113869,210320
1988,MD,4,120027,87650,209415
1988,MD,5,72873,107195,182035
1988,MD,6,158808,82781,242788
1988,MD,7,26360,123261,151555
1988,MD,8,129919,150522,281833
1988,MA,1,96021,134243,232432
1988,MA,2,102349,113877,218206
1988,MA,3,123471,120907,247491
1988,MA,4,104853,141008,248641
1988,MA,5,120945,112301,237146
1988,MA,6,125871,131246,261467
1988,MA,7,114124,133241,251365
1988,MA,8,70811,141368,215801
1988,MA,9,96849,115812,216210
1988,MA,10,136345,143938,284219
1988,MA,11,104005,113465,220823
1988,MI,1,15099,126551,141650
1988,MI,2,130585,94358,224943
1988,MI,3,108143,91318,199461
1988,MI,4,124506,71397,195903
1988,MI,5,151994,83993,235987
1988,MI,6,120819,89071,209890
1988,MI,7,89235,112101,201336
1988,MI,8,101657,101061,202718
1988,MI,9,143764,85457,229221
1988,MI,10,126899,90335,217234
1988,MI,11,117173,105030,222203
1988,MI,12,126846,82413,209259
1988,MI,13,16127,100969,117096
1988,MI,14,107535,84746,192281
1988,MI,15,95010,79994,175004
1988,MI,16,106007,91270,197277
1988,MI,17,92015,105431,197446
1988,MI,18,192072,80288,272360
1988,MN,1,112629,116414,229043
1988,MN,2,118769,112838,231607
1988,MN,3,182877,150082,332959
1988,MN,4,99961,160154,260115
1988,MN,5,85100,166580,251680
1988,MN,6,140362,148030,288392
1988,MN,7,119691,110605,230296
1988,MN,8,92948,144768,237716
1988,MS,1,109304,73839,183143
1988,MS,2,82403,87386,169789
1988,MS,3,124841,64007,188848
1988,MS,4,114110,85094,199204
1988,MS,5,126860,53595,180455
1988,MO,1,54578,143802,198380
1988,MO,2,173205,111172,284377
1988,MO,3,126310,111956,238266
1988,MO,4,139370,95117,234487
1988,MO,5,83926,129433,213359
1988,MO,6,115674,115469,231143
1988,MO,7,148460,92866,241326
1988,MO,8,111605,91370,202975
1988,MO,9,131825,110434,242259
1988,MT,1,95054,91519,190176
1988,MT,2,95358,77437,175518
1988,NE,1,123674,96134,219808
1988,NE,2,130193,94071,224264
1988,NE,3,144089,69030,213119
1988,NV,1,90541,67519,162551
1988,NV,2,115499,65219,187516
1988,NH,1,145996,80604,229580
1988,NH,2,135541,83092,220945
1988,NJ,1,107784,97658,205442
1988,NJ,2,127331,89369,216700
1988,NJ,3,151582,91100,242682
1988,NJ,4,139824,110623,250447
1988,NJ,5,164951,82324,247275
1988,NJ,6,115133,101046,216179
1988,NJ,7,132400,90800,223200
1988,NJ,8,102412,85605,188017
1988,NJ,9,122284,105839,228123
1988,NJ,10,24123,90963,122448
1988,NJ,11,156769,85011,241780
1988,NJ,12,162819,98355,261174
1988,NJ,13,159742,98736,258478
1988,NJ,14,76021,93287,169308
1988,NM,1,96586,81687,178273
1988,NM,2,96142,67307,163449
1988,NM,3,77613,95503,173116
1988,NY,1,131180,85652,216832
1988,NY,2,112570,70748,183318
1988,NY,3,141465,94781,236246
1988,NY,4,134515,94111,228626
1988,NY,5,124622,97312,221934
1988,NY,6,39327,103007,142334
1988,NY,7,57353,87214,144567
1988,NY,8,69870,101681,171551
1988,NY,9,66627,70331,136958
1988,NY,10,68898,89508,158406
1988,NY,11,15298,80095,95393
1988,NY,12,10748,101326,112074
1988,NY,13,56129,73438,129567
1988,NY,14,105315,67361,172676
1988,NY,15,65134,131052,196186
1988,NY,16,14960,114237,129197
1988,NY,17,44801,169463,214264
1988,NY,18,13055,91928,104983
1988,NY,19,72262,85832,158094
1988,NY,20,112224,104728,216952
1988,NY,21,135851,83633,219484
1988,NY,22,129459,97516,226975
1988,NY,23,106755,140440,247195
1988,NY,24,142169,98965,241134
1988,NY,25,114277,94653,208930
1988,NY,26,109749,87213,196962
1988,NY,27,116123,103274,219397
1988,NY,28,118542,108155,226697
1988,NY,29,113994,99637,213631
1988,NY,30,127474,106375,233849
1988,NY,31,130130,101868,231998
1988,NY,32,98419,104508,202927
1988,NY,33,65216,130129,195345
1988,NY,34,118065,78927,196992
1988,NC,1,97424,83301,180725
1988,NC,2,92768,93736,186504
1988,NC,3,85776,62862,148638
1988,NC,4,132495,105357,237852
1988,NC,5,123725,81340,205065
1988,NC,6,118565,76208,194773
1988,NC,7,77438,73231,150669
1988,NC,8,119272,73450,192722
1988,NC,9,140777,89322,230099
1988,NC,10,120503,63589,184092
1988,NC,11,128515,87771,216286
1988,ND,AL,166559,127739,297261
1988,OH,1,131747,76661,208408
1988,OH,2,138698,83366,222064
1988,OH,3,106157,87465,193622
1988,OH,4,140598,65901,206499
1988,OH,5,128479,79946,208425
1988,OH,6,136915,74200,211115
1988,OH,7,126434,69649,196083
1988,OH,8,147196,65826,213022
1988,OH,9,92563,107960,200523
1988,OH,10,125699,79608,205307
1988,OH,11,116101,93849,209950
1988,OH,12,138992,86297,225289
1988,OH,13,109471,93497,202968
1988,OH,14,98111,110222,208333
1988,OH,15,137729,81708,219437
1988,OH,16,116353,86957,203310
1988,OH,17,79756,130383,210139
1988,OH,18,93959,102998,196957
1988,OH,19,140174,115180,255354
1988,OH,20,77551,103933,181484
1988,OH,21,33866,144023,177889
1988,OK,1,120873,76349,197222
1988,OK,2,110246,97194,207440
1988,OK,3,95225,94615,189840
1988,OK,4,105170,74429,179599
1988,OK,5,145247,68735,213982
1988,OK,6,101606,72101,173707
1988,OR,1,126763,137972,264735
1988,OR,2,122981,98308,221289
1988,OR,3,89744,143542,233286
1988,OR,4,99085,120036,219121
1988,OR,5,121553,116348,237901
1988,PA,1,60033,121095,181128
1988,PA,2,17151,187254,204405
1988,PA,3,115312,110228,225540
1988,PA,4,81028,97784,178812
1988,PA,5,133148,70808,203956
1988,PA,6,112048,70915,182963
1988,PA,7,140716,93286,234002
1988,PA,8,138869,88081,226950
1988,PA,9,106383,61408,167791
1988,PA,10,112038,80528,192566
1988,PA,11,94061,84893,178954
1988,PA,12,86183,96166,182349
1988,PA,13,135283,104266,239549
1988,PA,14,51387,140594,191981
1988,PA,15,103803,84625,188428
1988,PA,16,132402,84625,217027
1988,PA,17,112911,64505,177416
1988,PA,18,123583,106535,230118
1988,PA,19,125523,65656,191179
1988,PA,20,67172,125909,193081
1988,PA,21,91555,94351,185906
1988,PA,22,61947,115106,177053
1988,PA,23,97551,73737,171288
1988,RI,1,83140,112949,196089
1988,RI,2,94621,112174,206795
1988,SC,1,100179,62594,162773
1988,SC,2,103577,67446,171023
1988,SC,3,108043,54507,162550
1988,SC,4,114191,54572,168763
1988,SC,5,91385,61398,152783
1988,SC,6,89068,70037,159105
1988,SD,AL,165415,145560,312991
1988,TN,1,117511,54455,171966
1988,TN,2,117355,65552,182907
1988,TN,3,117220,70874,188094
1988,TN,4,91186,66656,157842
1988,TN,5,104313,95154,199467
1988,TN,6,111548,72992,184540
1988,TN,7,138246,67200,205446
1988,TN,8,89899,69420,159319
1988,TN,9,59955,117491,177446
1988,TX,1,107949,97014,204963
1988,TX,2,98720,99074,197794
1988,TX,3,215204,72929,288133
1988,TX,4,131134,83578,214712
1988,TX,5,80275,80731,161006
1988,TX,6,158954,95403,254357
1988,TX,7,194529,56781,251310
1988,TX,8,89941,74588,164529
1988,TX,9,94083,105562,199645
1988,TX,10,132984,156015,288999
1988,TX,11,106061,75985,182046
1988,TX,12,98449,87316,185765
1988,TX,13,121111,68739,189850
1988,TX,14,121903,90108,212011
1988,TX,15,64034,108744,172778
1988,TX,16,63062,69550,132612
1988,TX,17,118173,85322,203495
1988,TX,18,30408,92191,122599
1988,TX,19,110148,54551,164699
1988,TX,20,44444,92584,137028
1988,TX,21,192335,78961,271296
1988,TX,22,120066,70739,190805
1988,TX,23,94826,93074,187900
1988,TX,24,87616,97357,184973
1988,TX,25,80566,84886,165452
1988,TX,26,203541,92508,296049
1988,TX,27,76313,88458,164771
1988,UT,1,162713,60984,223697
1988,UT,2,125619,86241,211860
1988,UT,3,140110,60118,200228
1988,VT,AL,124331,115775,243333
1988,VA,1,131341,83921,217987
1988,VA,2,107019,71558,179909
1988,VA,3,151033,86678,239833
1988,VA,4,110155,89094,201157
1988,VA,5,119560,71107,193690
1988,VA,6,121107,74602,197867
1988,VA,7,149725,76202,228328
1988,VA,8,157228,102516,261705
1988,VA,9,98783,82873,184273
1988,VA,10,163211,121878,287490
1988,WA,1,139138,141024,280162
1988,WA,2,119362,120954,240316
1988,WA,3,104641,113785,218426
1988,WA,4,109085,78786,187871
1988,WA,5,105193,99301,204494
1988,WA,6,97396,101782,199178
1988,WA,7,78238,162541,240779
1988,WA,8,150782,115343,266125
1988,WV,1,84142,89128,173956
1988,WV,2,86633,81178,168380
1988,WV,3,81235,90179,171970
1988,WV,4,58055,80531,139005
1988,WI,1,107375,114078,221453
1988,WI,2,114114,145141,259255
1988,WI,3,112830,126354,239184
1988,WI,4,108994,140826,249820
1988,WI,5,80649,145028,225677
1988,WI,6,127820,106953,234773
1988,WI,7,108341,128849,237190
1988,WI,8,132358,117238,249596
1988,WI,9,155018,102327,257345
1988,WY,AL,106867,67113,176551
1992,AK,AL,102000,78294,4731
1992,AR,1,71160,131585,1375
1992,AR,2,84922,130435,1440
1992,AR,3,107351,109111,1512
1992,AR,4,73891,134692,2292
1992,CA,1,71512,116029,2293
1992,CA,2,101505,93823,2158
1992,CA,3,89288,98333,1913
1992,CA,4,117155,97501,2019
1992,CA,5,73562,120577,2160
1992,CA,6,71564,169301,2670
1992,CA,7,48474,135098,1515
1992,CA,8,39396,187201,2001
1992,CA,9,29394,186714,2773
1992,CA,10,107191,127450,1826
1992,CA,11,75319,79432,1369
1992,CA,12,64967,139244,1439
1992,CA,13,55100,116829,1658
1992,CA,14,71736,143727,2552
1992,CA,15,83301,127060,2708
1992,CA,16,44693,86418,1642
1992,CA,17,57990,111937,1819
1992,CA,18,67898,74357,945
1992,CA,19,97124,85049,1198
1992,CA,20,44674,55942,469
1992,CA,21,94727,66284,1056
1992,CA,22,92045,106815,1750
1992,CA,23,74106,82613,1279
1992,CA,24,79728,128572,1660
1992,CA,25,89987,83305,1259
1992,CA,26,31013,72673,908
1992,CA,27,80986,98057,1637
1992,CA,28,90644,82958,1387
1992,CA,29,55924,183233,1800
1992,CA,30,21750,56378,834
1992,CA,31,37250,59616,568
1992,CA,32,23956,147623,1415
1992,CA,33,12607,33642,429
1992,CA,34,48181,78889,855
1992,CA,35,16685,100432,692
1992,CA,36,95646,111014,1989
1992,CA,37,19299,90523,765
1992,CA,38,66647,88728,1400
1992,CA,39,100669,78305,1338
1992,CA,40,86453,76363,2337
1992,CA,41,78902,64666,1150
1992,CA,42,54978,76964,1544
1992,CA,43,76837,76040,1127
1992,CA,44,76772,87180,942
1992,CA,45,105893,80646,1834
1992,CA,46,47689,44352,896
1992,CA,47,127700,86279,1833
1992,CA,48,108581,71621,1499
1992,CA,49,82834,114081,2170
1992,CA,50,42830,69546,1015
1992,CA,51,108470,86870,1753
1992,CA,52,81421,74913,1599
1992,CT,1,82086,133686,1176
1992,CT,2,79110,113553,1267
1992,CT,3,96085,121163,1167
1992,CT,4,110072,109122,1026
1992,CT,5,111327,93966,1131
1992,CT,6,99633,110828,1163
1992,DE,AL,102313,126054,2155
1992,DC,AL,20698,192619,4574
1992,HI,1,72182,87664,1455
1992,HI,2,64640,91646,2252
1992,ID,1,101787,75499,3136
1992,ID,2,100858,61514,8925
1992,IA,1,95660,128655,1503
1992,IA,2,95005,120228,1653
1992,IA,3,96515,120495,3146
1992,IA,4,107745,117863,1287
1992,IA,5,109966,99112,1157
1992,KS,1,122817,81400,875
1992,KS,2,98999,98527,899
1992,KS,3,113566,115805,1236
1992,KS,4,113714,93656,1313
1992,LA,1,154584,87429,1323
1992,LA,2,55362,153134,1439
1992,LA,3,105982,115063,6564
1992,LA,4,57286,150800,3727
1992,LA,5,125965,94936,6028
1992,LA,6,134222,91273,5366
1992,LA,7,99985,123336,4479
1992,ME,1,115697,145191,1484
1992,ME,2,90807,118229,1271
1992,MD,1,109039,93165,844
1992,MD,2,121087,98267,858
1992,MD,3,82494,136829,834
1992,MD,4,37716,149262,1260
1992,MD,5,95356,107618,1193
1992,MD,6,125494,88196,775
1992,MD,7,32431,159191,1069
1992,MD,8,103477,156043,741
1992,MA,1,72238,130308,1633
1992,MA,2,76277,121759,1345
1992,MA,3,85047,123724,1426
1992,MA,4,74769,143595,1587
1992,MA,5,85366,113073,1904
1992,MA,6,96857,134424,1981
1992,MA,7,87418,150073,1959
1992,MA,8,39368,136438,1919
1992,MA,9,85901,131644,1561
1992,MA,10,101798,133601,1865
1992,MT,AL,144207,154507,4672
1992,NE,1,107360,80938,1000
1992,NE,2,115380,78816,959
1992,NE,3,121606,57590,942
1992,NH,1,104653,101415,2012
1992,NH,2,97831,107625,2342
1992,ND,AL,136244,99168,1637
1992,RI,1,62758,107141,1045
1992,RI,2,68843,106158,943
1992,SD,AL,136718,124888,1353
1992,UT,1,115627,50622,12989
1992,UT,2,101169,81233,7374
1992,UT,3,105836,51574,14245
1992,VT,AL,88122,133592,1996
1992,VA,1,120131,81826,2438
1992,VA,2,85773,62946,679
1992,VA,3,48843,124857,1721
1992,VA,4,106392,90641,1846
1992,VA,5,104236,90769,3110
1992,VA,6,111405,84037,2492
1992,VA,7,154575,85357,1533
1992,VA,8,96799,133183,1235
1992,VA,9,93673,99099,2812
1992,VA,10,124783,83214,1850
1992,VA,11,103907,102721,1143
1992,WV,1,86131,113756,571
1992,WV,2,90375,104257,716
1992,WV,3,65468,112988,586
1992,WY,AL,79347,68160,1855
1996,AK,AL,122746,80380,12161
1996,AR,1,65707,116634,2588
1996,AR,2,83218,124545,2989
1996,AR,3,110457,107096,3881
1996,AR,4,66034,126896,2652
1996,CA,1,83669,113861,15699
1996,CA,2,126430,89736,10062
1996,CA,3,101651,103507,7860
1996,CA,4,145223,107076,9778
1996,CA,5,70925,119678,8159
1996,CA,6,78166,155513,21200
1996,CA,7,50140,131707,7321
1996,CA,8,31282,114906,20853
1996,CA,9,26321,156998,19498
1996,CA,10,122296,138386,8375
1996,CA,11,84303,85117,4187
1996,CA,12,58260,191973,10291
1996,CA,13,51084,115633,5843
1996,CA,14,73302,137561,13193
1996,CA,15,83846,125438,11155
1996,CA,16,43257,91786,5195
1996,CA,17,64178,109941,12023
1996,CA,18,76217,77560,3470
1996,CA,19,111666,85744,4820
1996,CA,20,48446,62164,1584
1996,CA,21,109344,66492,3513
1996,CA,22,108722,108208,11661
1996,CA,23,85508,93046,6745
1996,CA,24,83412,117724,8054
1996,CA,25,97002,84212,5775
1996,CA,26,27129,71416,3150
1996,CA,27,81282,98348,7540
1996,CA,28,86358,88709,5441
1996,CA,29,53354,150771,12002
1996,CA,30,17053,61114,3713
1996,CA,31,27736,70288,2468
1996,CA,32,19348,130394,4854
1996,CA,33,8538,48636,1146
1996,CA,34,39277,91603,2930
1996,CA,35,12063,92773,1727
1996,CA,36,96872,109244,9375
1996,CA,37,13874,88877,1530
1996,CA,38,62053,91673,5472
1996,CA,39,97247,83246,4841
1996,CA,40,94916,73316,5467
1996,CA,41,76867,71393,3732
1996,CA,42,51106,76745,3329
1996,CA,43,82940,78384,4687
1996,CA,44,86414,85397,3914
1996,CA,45,108240,81299,6972
1996,CA,46,42780,51330,2609
1996,CA,47,137024,91916,7206
1996,CA,48,132545,80646,6462
1996,CA,49,91478,110920,9514
1996,CA,50,42730,78881,2765
1996,CA,51,130459,97128,7918
1996,CA,52,94035,81401,5531
1996,CO,1,66427,133032,7676
1996,CO,2,102107,127702,12074
1996,CO,3,122826,116628,8711
1996,CO,4,122840,102355,6683
1996,CO,5,158790,88057,5928
1996,CO,6,118856,103376,4574
1996,CT,1,68483,136775,5204
1996,CT,2,73863,123595,6991
1996,CT,3,71009,129756,5531
1996,CT,4,88181,113411,5355
1996,CT,5,92570,110596,4694
1996,CT,6,89003,121607,6462
1996,DE,AL,99062,140355,2948
1996,DC,AL,17339,158220,6556
1996,HI,1,58906,99351,5521
1996,HI,2,55037,105661,8286
1996,ID,1,134783,91297,4142
1996,ID,2,121812,74146,3013
1996,IA,1,92207,135839,4409
1996,IA,2,91155,129148,2276
1996,IA,3,95308,123246,4576
1996,IA,4,107359,127250,2787
1996,IA,5,106615,104775,1966
1996,KS,1,167237,75840,2015
1996,KS,2,125087,100110,2487
1996,KS,3,144924,121152,3395
1996,KS,4,145997,90557,2666
1996,LA,1,152655,100655,2666
1996,LA,2,40739,169930,1748
1996,LA,3,120605,153925,3347
1996,LA,4,92741,122729,2765
1996,LA,5,113846,132407,3993
1996,LA,6,121851,142156,2599
1996,LA,7,70149,106034,2996
1996,ME,1,100851,165053,11372
1996,ME,2,85527,147735,9389
1996,MA,1,63998,151531,4718
1996,MA,2,66344,147670,2953
1996,MA,3,76082,154495,3987
1996,MA,4,69548,169078,3546
1996,MA,5,76896,143463,4126
1996,MA,6,86306,166037,4150
1996,MA,7,71875,169231,3943
1996,MA,8,31241,140733,4772
1996,MA,9,73214,157617,3291
1996,MA,10,101612,169927,4045
1996,MI,13,76165,135250,3990
1996,MN,3,125019,141109,5532
1996,MN,4,77704,152555,7688
1996,MN,5,62507,159018,12636
1996,MN,6,107560,154333,5201
1996,MN,7,103336,115996,4079
1996,MN,8,88095,148886,6147
1996,MS,1,90604,78894,3864
1996,MO,3,93190,115141,3604
1996,MT,AL,179652,167922,4458
1996,NE,1,114563,87712,2081
1996,NE,2,116889,84667,2166
1996,NE,3,132015,64382,1658
1996,NV,1,65990,91307,5811
1996,NV,2,133254,112667,11319
1996,NH,1,101295,121602,3134
1996,NH,2,95237,124612,3330
1996,NJ,1,61294,132715,5122
1996,NJ,2,84043,117526,4464
1996,NJ,3,101100,134326,4914
1996,NJ,4,92845,127489,4709
1996,NJ,5,127286,115060,5090
1996,NJ,6,74937,122851,5968
1996,NJ,7,101538,129773,4710
1996,NJ,8,73731,123856,4095
1996,NJ,11,135972,116225,5240
1996,NJ,12,120913,139252,6716
1996,NJ,13,35266,115576,2764
1996,NM,1,82613,93178,7212
1996,NM,2,77634,80572,3149
1996,NM,3,72504,99745,7205
1996,NY,1,83956,118187,4069
1996,NY,2,68710,108598,3117
1996,NY,3,97034,136034,3854
1996,NY,5,71194,132588,4040
1996,NY,7,37230,99813,2648
1996,NY,8,30141,147864,8986
1996,NY,9,47498,113939,3528
1996,NY,10,9059,134057,3437
1996,NY,11,7832,116390,2835
1996,NY,12,10249,80852,2042
1996,NY,13,72233,92619,2948
1996,NY,14,46970,144885,7702
1996,NY,15,7658,135845,3692
1996,NY,18,73399,121501,3715
1996,NY,19,98597,116697,5089
1996,NY,20,89214,130550,4329
1996,NY,21,79880,151701,5624
1996,NY,22,105106,117831,5119
1996,NY,23,88120,102854,3686
1996,NY,25,90774,121304,4038
1996,NY,26,82044,120755,7129
1996,NY,27,111371,111804,7398
1996,NY,28,88279,136424,5981
1996,NY,29,82737,120777,3929
1996,NY,30,69341,137557,5070
1996,NY,31,91208,98244,3578
1996,ND,AL,125050,106905,1941
1996,OR,1,112152,145540,14310
1996,OR,2,130408,103116,10362
1996,OR,3,72124,147056,17884
1996,OR,4,108780,122392,15087
1996,OR,5,114691,131527,11103
1996,PA,3,51781,114680,2870
1996,PA,7,112429,116654,4338
1996,PA,8,99458,107500,4771
1996,PA,13,106461,125364,4179
1996,PA,14,70466,126704,3690
1996,PA,15,85736,96380,3130
1996,RI,1,48964,114858,4304
1996,RI,2,55719,118192,4370
1996,SD,AL,150543,139333,2700
1996,UT,1,129273,64104,4548
1996,UT,2,111166,96037,6619
1996,UT,3,121472,61492,4456
1996,VT,AL,80352,137894,9179
1996,VA,1,125080,95853,2505
1996,VA,2,77943,71683,972
1996,VA,3,36099,117357,1787
1996,VA,4,103368,101686,2229
1996,VA,5,104325,93040,3844
1996,VA,6,108757,87883,3471
1996,VA,7,155466,93025,2207
1996,VA,8,95839,130177,2224
1996,VA,9,85531,91469,3103
1996,VA,10,140684,99510,2912
1996,VA,11,105258,109377,2117
1996,WA,1,103002,140182,10527
1996,WA,2,103901,123729,11055
1996,WA,3,97985,124864,9895
1996,WA,4,101963,84157,4868
1996,WA,5,102384,104052,6826
1996,WA,6,87961,122342,8968
1996,WA,7,53437,182671,23267
1996,WA,8,112463,130472,8593
1996,WA,9,77616,110854,6466
1996,WV,1,83306,107835,1137
1996,WV,2,88930,108503,1188
1996,WV,3,61710,111474,737
1996,WI,1,88599,117308,4353
1996,WI,2,88072,146819,12743
1996,WI,3,82678,120717,5274
1996,WI,4,94003,115466,5032
1996,WI,5,58560,126179,5603
1996,WI,6,99650,108004,4280
1996,WI,7,86374,119984,5257
1996,WI,8,105131,116073,3862
1996,WI,9,141961,101420,5477
1996,WY,AL,105388,77934,2321
2000,AL,1,140793,88315,233974
2000,AL,2,145607,82223,231428
2000,AL,3,126342,91871,222458
2000,AL,4,137853,90502,232673
2000,AL,5,139343,108333,253390
2000,AL,6,196302,81027,284155
2000,AL,7,54932,150339,207164
2000,AK,AL,167398,79004,285560
2000,AZ,1,127057,108920,246934
2000,AZ,2,43017,78169,126956
2000,AZ,3,177572,126950,317621
2000,AZ,4,121685,101960,232885
2000,AZ,5,143178,135963,293690
2000,AZ,6,169143,133379,313680
2000,AR,1,96009,102644,203481
2000,AR,2,116075,112720,235612
2000,AR,3,160001,100297,269385
2000,AR,4,100855,107107,213303
2000,CA,1,101630,124039,248060
2000,CA,2,155841,89859,263361
2000,CA,3,122587,104639,239846
2000,CA,4,189521,120519,326224
2000,CA,5,81592,126007,220741
2000,CA,6,88144,181497,293025
2000,CA,7,57930,148302,215890
2000,CA,8,36122,190112,247829
2000,CA,9,27154,177840,226214
2000,CA,10,141285,161773,315145
2000,CA,11,106466,99901,214301
2000,CA,12,63534,156672,232591
2000,CA,13,57042,127994,192906
2000,CA,14,77773,150035,241339
2000,CA,15,92230,138407,244231
2000,CA,16,53502,108515,169003
2000,CA,17,70750,127791,214509
2000,CA,18,97175,81179,184717
2000,CA,19,132193,87661,229514
2000,CA,20,60989,63592,128084
2000,CA,21,129401,67577,203507
2000,CA,22,126180,115221,258607
2000,CA,23,107859,110746,229908
2000,CA,24,94235,144778,249833
2000,CA,25,120463,104593,234176
2000,CA,26,32004,88710,126108
2000,CA,27,92278,118944,222762
2000,CA,28,101698,106203,216775
2000,CA,29,56705,183361,254348
2000,CA,30,20626,80011,106683
2000,CA,31,34389,86956,125521
2000,CA,32,22852,146706,175947
2000,CA,33,11402,63370,76762
2000,CA,34,46974,107003,158990
2000,CA,35,14605,104812,122080
2000,CA,36,110507,126440,249509
2000,CA,37,17777,99748,120396
2000,CA,38,70439,109436,188988
2000,CA,39,114680,93977,216924
2000,CA,40,116349,81703,207717
2000,CA,41,95093,88174,189494
2000,CA,42,62058,89955,157953
2000,CA,43,111212,94293,213504
2000,CA,44,106011,100754,214694
2000,CA,45,128175,91915,230641
2000,CA,46,50505,64569,119341
2000,CA,47,165909,112136,288695
2000,CA,48,169514,100148,280804
2000,CA,49,97785,123997,235660
2000,CA,50,53898,85408,144829
2000,CA,51,156855,115219,284219
2000,CA,52,115402,87365,212137
2000,CO,1,70219,134384,220151
2000,CO,2,126025,144391,298946
2000,CO,3,166037,121025,311143
2000,CO,4,167264,111632,297487
2000,CO,5,213207,107851,336946
2000,CO,6,141001,118946,275506
2000,CT,1,77423,148858,238915
2000,CT,2,92844,137128,247282
2000,CT,3,82344,146540,243843
2000,CT,4,94079,125843,229637
2000,CT,5,107360,123207,243436
2000,CT,6,107044,134439,256358
2000,DE,AL,137288,180068,327622
2000,DC,AL,18073,171923,201894
2000,FL,1,190045,83681,280333
2000,FL,2,129884,127360,263405
2000,FL,3,68252,101900,172871
2000,FL,4,193015,108502,308007
2000,FL,5,136812,147973,295699
2000,FL,6,175421,113876,295922
2000,FL,7,141119,132634,279573
2000,FL,8,126117,121937,253119
2000,FL,9,165956,142098,316972
2000,FL,10,107504,129502,245324
2000,FL,11,92335,110055,208584
2000,FL,12,127693,98718,230920
2000,FL,13,160229,137596,306754
2000,FL,14,188735,121686,317858
2000,FL,15,165529,136685,310113
2000,FL,16,146350,155368,308553
2000,FL,17,21890,122462,145409
2000,FL,18,110807,68121,181276
2000,FL,19,97222,225276,328693
2000,FL,20,105032,184297,294781
2000,FL,21,126991,74304,203317
2000,FL,22,94355,140127,239749
2000,FL,23,29936,119258,151521
2000,GA,1,114287,84105,199818
2000,GA,2,97856,82125,181194
2000,GA,3,139314,103434,247250
2000,GA,4,67409,157339,230204
2000,GA,5,44435,142016,188030
2000,GA,6,236597,115465,360447
2000,GA,7,137731,87656,229918
2000,GA,8,115823,86027,204003
2000,GA,9,178785,72703,256865
2000,GA,10,115657,93898,211611
2000,GA,11,171826,91462,272081
2000,HI,1,67784,95596,173220
2000,HI,2,70743,109646,195277
2000,ID,1,182498,77926,274866
2000,ID,2,154439,60711,226749
2000,IL,1,24357,194559,222616
2000,IL,2,22954,189472,214754
2000,IL,3,87792,117597,212167
2000,IL,4,22377,95459,122943
2000,IL,5,68824,129861,206471
2000,IL,6,122689,105348,235279
2000,IL,7,30849,176299,211440
2000,IL,8,138364,104145,249435
2000,IL,9,59031,156193,224255
2000,IL,10,110283,130763,246674
2000,IL,11,109022,129787,245263
2000,IL,12,96116,123593,226074
2000,IL,13,171242,132380,311997
2000,IL,14,144424,109991,262477
2000,IL,15,127193,105920,241239
2000,IL,16,149919,117841,276554
2000,IL,17,113518,126981,247599
2000,IL,18,147812,115737,270309
2000,IL,19,136985,107982,251095
2000,IL,20,135681,119151,261967
2000,IN,1,81799,126069,210235
2000,IN,2,118948,87240,209768
2000,IN,3,116355,88272,207401
2000,IN,4,135865,73931,213077
2000,IN,5,135422,81302,220403
2000,IN,6,200333,84589,289174
2000,IN,7,133818,78231,215660
2000,IN,8,126011,92112,221102
2000,IN,9,136878,94989,234905
2000,IN,10,60407,95245,158623
2000,IA,1,118268,147279,275481
2000,IA,2,117021,132318,257137
2000,IA,3,125784,122176,257037
2000,IA,4,140535,134668,282346
2000,IA,5,132765,102076,242097
2000,KS,1,170262,72319,254659
2000,KS,2,137329,101640,251394
2000,KS,3,166667,133632,315410
2000,KS,4,148074,91685,250753
2000,KY,1,142082,99887,245923
2000,KY,2,166262,95443,266372
2000,KY,3,125184,139039,271034
2000,KY,4,156327,95069,257558
2000,KY,5,127446,92989,223679
2000,KY,6,155219,116496,279460
2000,LA,1,186243,97006,290130
2000,LA,2,39195,152830,195876
2000,LA,3,138794,116234,262794
2000,LA,4,124894,99566,229559
2000,LA,5,140834,91397,239096
2000,LA,6,151029,123384,280623
2000,LA,7,146882,111927,266475
2000,ME,1,148618,176293,348934
2000,ME,2,137998,143658,302856
2000,MD,1,140217,117820,266756
2000,MD,2,148962,111627,269840
2000,MD,3,80250,149644,238592
2000,MD,4,28438,178977,212534
2000,MD,5,112510,149191,269450
2000,MD,6,169879,112214,291408
2000,MD,7,23215,140865,168648
2000,MD,8,110356,183670,304966
2000,MA,1,83994,144582,255338
2000,MA,2,85359,145490,249703
2000,MA,3,95943,159357,273557
2000,MA,4,85670,178381,282260
2000,MA,5,96718,149789,265573
2000,MA,6,107274,173000,301089
2000,MA,7,81311,174884,275777
2000,MA,8,34979,129033,184020
2000,MA,9,81465,181527,282484
2000,MA,10,125789,180444,329151
2000,MI,1,156812,126568,293683
2000,MI,2,178794,115018,300816
2000,MI,3,169423,109410,286054
2000,MI,4,147302,124549,279075
2000,MI,5,117784,137385,261092
2000,MI,6,125796,111276,244206
2000,MI,7,130363,115996,253112
2000,MI,8,143578,153417,306164
2000,MI,9,123236,142311,272230
2000,MI,10,144587,143675,295893
2000,MI,11,154674,155870,318178
